id,company,slug,city,state,website,phone,email,description,amenities,events,claimed,contact_count,lat,lng
6021,Thriveco,,Clayton,IL,https://www.thrive-coworking.com/thrivecoclayton,,,"Thriveco is a premier coworking destination in Clayton, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfect e",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.01274790656499,-90.01892956242081
6022,Blue Mango Coworking,,Arlington Heights,IL,https://bluemangocoworking.com,,,"Blue Mango Coworking is a premier coworking destination in Arlington Heights, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,38.8798,-77.1068
6025,Wework - Bridgeview Bank Coworking & Office Space,,Chicago,IL,https://wework.com/buildings/bridgeview-bank-uptown--chicago--il,,,"Wework - Bridgeview Bank Coworking & Office Space is a premier coworking destination in Chicago, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community o",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.8781,-87.6298
6028,Radius Cowork,,,PA,https://www.radiusco.work,,,"Radius Cowork is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the pe",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6032,Union Cowork - Los Angeles,,,PA,https://unioncowork.com/locations/arts-district-los-angeles-ca,,,"Union Cowork - Los Angeles is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6033,Catalyst Co-Working & Flex Space,,,PA,https://www.officespace.com/pa/mt-pleasant,,,"Catalyst Co-Working & Flex Space is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6036,Cowork Frederick,,,PA,https://www.coworkfrederick.com,,,"Cowork Frederick is a premier coworking destination in your area, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.8283,-98.5795
6038,Task Up | Coworking Space | Private Offices,,Philadelphia,PA,https://www.task-up.com,,,"Task Up | Coworking Space | Private Offices is a premier coworking destination in Philadelphia, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.9526,-75.1652
6039,Hana Coworking And Office Space At 1818 Market Street,,Philadelphia,PA,https://www.industriousoffice.com/blog/industrious/cbre-transfers-its-flexible-workspace-brand-hana-to-industrious,,,"Hana Coworking And Office Space At 1818 Market Street is a premier coworking destination in Philadelphia, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant co",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.9526,-75.1652
6040,Wework 1100 Ludlow St,,Philadelphia,PA,http://www.wework.com/buildings/1100-ludlow-st--philadelphia--pa,,,"Wework 1100 Ludlow St is a premier coworking destination in Philadelphia, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.9526,-75.1652
6041,Philadelphia Holistic Coworking,,Bala Cynwyd,PA,https://www.philadelphiaholisticcoworking.com,,,"Philadelphia Holistic Coworking is a premier coworking destination in Bala Cynwyd, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneur",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.057404843796675,-76.37967885741855
6045,Cowork Street Inc,,Camden,PA,http://coworkstreet.com,,,"Cowork Street Inc is a premier coworking destination in Camden, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.145245624353834,-76.27089556469375
6047,40 West Evergreen,,Philadelphia,PA,https://www.40westworkspace.com,,,"40 West Evergreen is a premier coworking destination in Philadelphia, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.9526,-75.1652
6048,Tarragon Executive Center,,Cherry Hill,PA,http://cherryhilloffice.com,,,"Tarragon Executive Center is a premier coworking destination in Cherry Hill, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.11146153994166,-76.24611368066466
6050,Hub:868 Shared Workspace,,Collingswood,PA,https://www.hub868.com,,,"Hub:868 Shared Workspace is a premier coworking destination in Collingswood, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.08069655552765,-76.4196199818382
6052,Business Casual Coworking,,Bristol,PA,https://businesscasual.co,,,"Business Casual Coworking is a premier coworking destination in Bristol, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.76382950729918,-78.04235401401334
6061,Club Level Coworking,,Pittsburgh,PA,,,,"Club Level Coworking is a premier coworking destination in Pittsburgh, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.4406,-79.9959
6064,Loft Office Coworking And Suites,,Canonsburg,PA,https://www.loftofficesuites.com,,,"Loft Office Coworking And Suites is a premier coworking destination in Canonsburg, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneur",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.349169154371765,-76.36185356745216
6066,Perryworks Co-Working,,West View,PA,https://www.perryworks.com,,,"Perryworks Co-Working is a premier coworking destination in West View, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.566285271625325,-76.3570543586659
6067,Workspace Factory Llc.,,Pittsburgh,PA,https://workspacefactory.com,,,"Workspace Factory Llc. is a premier coworking destination in Pittsburgh, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.4406,-79.9959
6071,Hbv - Coworking And Shared Office Space,,New Kensington,PA,http://hbvllc.weebly.com/index.html,,,"Hbv - Coworking And Shared Office Space is a premier coworking destination in New Kensington, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of e",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.74776324990487,-77.81356447605344
6074,Penn Center Executive Suites,,Pittsburgh,PA,http://www.penncentereast.com,,,"Penn Center Executive Suites is a premier coworking destination in Pittsburgh, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, w",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.4406,-79.9959
6077,Cowork 414,,Bethlehem,PA,https://cowork414.com,,,"Cowork 414 is a premier coworking destination in Bethlehem, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfe",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.07530725427831,-76.54759646832744
6079,"The Office Mill , A Coworking Space",,Clinton,PA,http://www.theofficemill.com,,,"The Office Mill , A Coworking Space is a premier coworking destination in Clinton, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneur",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.00117956445059,-77.99470685200308
6080,Sovereign Executive Offices,,Allentown,PA,https://paexecutiveoffices.com,,,"Sovereign Executive Offices is a premier coworking destination in Allentown, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.442781820698244,-77.49675941350921
6081,Village Center Office Suites,,Perkasie,PA,https://www.vcprops.com,,,"Village Center Office Suites is a premier coworking destination in Perkasie, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.3958513570834,-77.75704678387189
6093,Sobecoworks,,Bethlehem,PA,https://sobecoworks.com,,,"Sobecoworks is a premier coworking destination in Bethlehem, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perf",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.07530725427831,-76.54759646832744
6094,Lancaster Coworking,,Lancaster,PA,https://lancastercoworking.com,,,"Lancaster Coworking is a premier coworking destination in Lancaster, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.264010475526824,-77.19308558721212
6098,Gateway Executive Suites,,York,PA,https://gatewayexecutivesuites.us,,,"Gateway Executive Suites is a premier coworking destination in York, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.7128,-74.006
6099,Desk - Office Space & Coworking,,New Brunswick,PA,https://deskoffices.com/new-brunswick,,,"Desk - Office Space & Coworking is a premier coworking destination in New Brunswick, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entreprene",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.662557169600525,-78.11417515621999
6107,Coworking At The Park,,Harrisburg,PA,https://www.theparkcoworking.com,,,"Coworking At The Park is a premier coworking destination in Harrisburg, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provi",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.98711213739523,-77.79222083859919
6109,Harrisburgstartup,,Harrisburg,PA,https://pursuitcoworking.com,,,"Harrisburgstartup is a premier coworking destination in Harrisburg, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide t",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.98711213739523,-77.79222083859919
6110,The Workplace Hub,,Harrisburg,PA,https://theworkplacehub.com,,,"The Workplace Hub is a premier coworking destination in Harrisburg, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide t",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.98711213739523,-77.79222083859919
6119,Executive Offices Rossmoyne,,Mechanicsburg,PA,https://www.rossmoynebusinesscenter.com,,,"Executive Offices Rossmoyne is a premier coworking destination in Mechanicsburg, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs,",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.92295463566146,-77.15824596418031
6120,Flourish Coworking Space,,West Chester,PA,https://www.flourishcoworking.com,,,"Flourish Coworking Space is a premier coworking destination in West Chester, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.81075367274347,-77.21127242332332
6122,C3workplace - Montclair,,Montclair,PA,https://c3workplace.com,,,"C3workplace - Montclair is a premier coworking destination in Montclair, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.54322235079326,-78.14732732869905
6123,Victoria Business Center,,Springfield,PA,http://millsofvictoria.com,,,"Victoria Business Center is a premier coworking destination in Springfield, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,37.2089,-93.2923
6127,"Dots Offices - Indoor & Outdoor Coworking, Meeting Rooms & Events",,Culver City,PA,https://www.dotsspace.com,,,"Dots Offices - Indoor & Outdoor Coworking, Meeting Rooms & Events is a premier coworking destination in Culver City, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.7164970885194,-76.86458321194552
6128,Beach House Cowork,,Santa Monica,PA,https://www.beachhousecowork.com,,,"Beach House Cowork is a premier coworking destination in Santa Monica, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,34.0195,-118.4912
6131,1001Wilshire Coworking,,Los Angeles,PA,https://www.wilshire1001.com,,,"1001Wilshire Coworking is a premier coworking destination in Los Angeles, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pro",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,34.0522,-118.2437
6132,Q Work Topanga - Coworking & Office Space,,Woodland Hills,PA,https://www.premierworkspaces.com/california/woodland-hills-q-work-topanga,,,"Q Work Topanga - Coworking & Office Space is a premier coworking destination in Woodland Hills, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.02967549677538,-76.23595710007312
6133,Cowork South Bay,,Torrance,PA,http://www.coworksouthbay.com,,,"Cowork South Bay is a premier coworking destination in Torrance, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.619472471857236,-76.64934134449429
6134,Tailoredspace Coworking & Office Space,,Brea,PA,https://tailoredspace.com/locations/brea-coworking,,,"Tailoredspace Coworking & Office Space is a premier coworking destination in Brea, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneur",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.630271289141476,-77.2615058855696
6135,Ctrl Collective Coworking & Office Space Pasadena,,Pasadena,PA,https://www.ctrlcollective.com/locations/pasadena,,,"Ctrl Collective Coworking & Office Space Pasadena is a premier coworking destination in Pasadena, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,34.1478,-118.1445
6136,Q Work Variel - Coworking & Office Space,,Woodland Hills,PA,https://www.premierworkspaces.com/california/woodland-hills-the-q,,,"Q Work Variel - Coworking & Office Space is a premier coworking destination in Woodland Hills, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.02967549677538,-76.23595710007312
6137,Onboard Coworking,,El Monte,PA,https://www.onboardcoworking.com,,,"Onboard Coworking is a premier coworking destination in El Monte, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.239266680170495,-76.38148782089843
6140,Executive Suites Inc,,Blue Bell,PA,http://www.esuitesbluebell.com,,,"Executive Suites Inc is a premier coworking destination in Blue Bell, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.82085644689144,-76.3163994940158
6145,Pipeline Philly,,Philadelphia,PA,http://www.pipelineworkspaces.com/location/philly,,,"Pipeline Philly is a premier coworking destination in Philadelphia, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide t",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,39.9526,-75.1652
6146,Squared Coworking,,York,PA,https://www.grottoyork.com,,,"Squared Coworking is a premier coworking destination in York, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the per",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.7128,-74.006
6153,Schoolhouse Business Center,,Houston,PA,https://www.schoolhouseyoga.com,,,"Schoolhouse Business Center is a premier coworking destination in Houston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we pr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,29.7604,-95.3698
6155,Per Diem Workspace,,Perkasie,PA,https://perdiemworkspace.com,,,"Per Diem Workspace is a premier coworking destination in Perkasie, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.3958513570834,-77.75704678387189
6157,Regus Data,,Pikesville,PA,https://www.regus.com/locations/united-states/maryland/pikesville/maryland-pikesville-woodholme-center,,,"Regus Data is a premier coworking destination in Pikesville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perf",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.72993926767067,-77.73623115717129
6159,Richland Executive Office Suites,,Johnstown,PA,https://www.richlandsuites.com,,,"Richland Executive Office Suites is a premier coworking destination in Johnstown, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.63320602122787,-77.30171028894831
6162,Executive Office Link,,Malvern,PA,http://www.execofficelink.com,,,"Executive Office Link is a premier coworking destination in Malvern, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.3569259937386,-78.03567229759882
6163,Workspace On Bridge,,Phoenixville,PA,https://workspaceonmain.com,,,"Workspace On Bridge is a premier coworking destination in Phoenixville, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provi",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,33.4484,-112.074
6165,Ktown Hall Coworking,,Kutztown,PA,https://ktownhall.com,,,"Ktown Hall Coworking is a premier coworking destination in Kutztown, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.76171285913984,-77.61021363315517
6173,Rock Candy Coworking,,Lititz,PA,https://www.rockcandycoworking.com,,,"Rock Candy Coworking is a premier coworking destination in Lititz, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,40.34825982246343,-76.72276330446294
6176,Wework 625 Massachusetts Ave,,Cambridge,MA,https://www.wework.com/buildings/625-massachusetts-ave--boston--ma,,,"Wework 625 Massachusetts Ave is a premier coworking destination in Cambridge, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.123040794439085,-71.21888818893022
6177,Wework 711 Atlantic Avenue,,Boston,MA,https://www.wework.com/buildings/711-atlantic-avenue--boston--ma,,,"Wework 711 Atlantic Avenue is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we prov",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6179,Impact Hub Boston,,Boston,MA,,,,"Impact Hub Boston is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6180,Wework 1 Milk,,Boston,MA,https://www.wework.com/l/boston--ma,,,"Wework 1 Milk is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the perfe",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6181,Microsoft Building Boston-101 Federal (Regus),,Boston,MA,https://www.regus.com/en-us/united-states/massachusetts/boston/101-federal-street-1196,,,"Microsoft Building Boston-101 Federal (Regus) is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of ent",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6184,Workbar Back Bay,,Boston,MA,https://www.workbar.com/contact,,,"Workbar Back Bay is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the pe",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6185,Wework 33 Arch St,,Boston,MA,https://www.wework.com/buildings/33-arch-st--boston--ma,,,"Wework 33 Arch St is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6186,Business District,,Boston,MA,https://www.regus.com/en-us,,,"Business District is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6187,Wework One Beacon Street,,Boston,MA,https://www.wework.com/buildings/one-beacon-street--boston--ma,,,"Wework One Beacon Street is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6190,The Pop Center: Coworking Space + Playgroups,,Newton,MA,https://www.thepopcenter.com,,,"The Pop Center: Coworking Space + Playgroups is a premier coworking destination in Newton, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entr",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,43.16992754130556,-70.57623171028247
6191,Wework 100 Summer St,,Boston,MA,http://www.wework.com/buildings/100-summer-st--boston--ma,,,"Wework 100 Summer St is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6192,Workbar Arlington,,Arlington,MA,https://www.workbar.com,,,"Workbar Arlington is a premier coworking destination in Arlington, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,38.8798,-77.1068
6194,Launch Co-Working Spaces,,Salem,MA,https://localworks.us,,,"Launch Co-Working Spaces is a premier coworking destination in Salem, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.292706784287155,-70.46166026442474
6195,"Rivolve Coworking, Inc-Virtual Office Space, Conference Room, Google My Business Services",,Haverhill,MA,https://www.rivolvecowo.com,,,"Rivolve Coworking, Inc-Virtual Office Space, Conference Room, Google My Business Services is a premier coworking destination in Haverhill, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.462486855506796,-71.13746712562457
6198,Provision Work Spaces,,Salem,MA,https://provisionworkspaces.com,,,"Provision Work Spaces is a premier coworking destination in Salem, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide th",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.292706784287155,-70.46166026442474
6200,Wework 200 Berkeley,,Boston,MA,http://www.wework.com/buildings/200-berkeley--boston--ma,,,"Wework 200 Berkeley is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provide the",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6201,Wework One Lincoln Street,,Boston,MA,https://www.wework.com/buildings/one-lincoln-street--boston--ma,,,"Wework One Lincoln Street is a premier coworking destination in Boston, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provi",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.3601,-71.0589
6204,Worclab Incubator & Coworking Space,,Worcester,MA,https://worclab.org,,,"Worclab Incubator & Coworking Space is a premier coworking destination in Worcester, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entreprene",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.676383218509585,-72.02142782168504
6205,Coworking Station Of Walpole,,Walpole,MA,https://coworkingstationwalpole.com,,,"Coworking Station Of Walpole is a premier coworking destination in Walpole, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we p",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.92122051774977,-71.82925337581293
6212,Strategic Workspaces,,Burlington,MA,https://www.strategicspaces.com,,,"Strategic Workspaces is a premier coworking destination in Burlington, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we provid",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,41.69280507010673,-72.0560345952465
6213,Hayden Rowe Business Center,,Hopkinton,MA,https://www.hrbchopkinton.com,,,"Hayden Rowe Business Center is a premier coworking destination in Hopkinton, designed to elevate your productivity and foster meaningful connections. With state-of-the-art facilities, high-speed internet, and a vibrant community of entrepreneurs, we ",Coffee & Tea|Meeting Rooms|Printing|Wi-Fi,,,1,42.91714842959799,-70.63676210644239
